idx,FLIP,LPIPS,SSIM,Hausdorff
311,0.07239140570163727,0.23778417706489563,0.9653088203677426,41.7612260356422
1025,0.05108584463596344,0.36589691042900085,0.9659247557537518,50.92150822589606
1587,0.0629863515496254,0.3121855854988098,0.9599265576097574,52.40229002629561
2941,0.0258647408336401,0.06928003579378128,0.9763994028737687,7.0710678118654755
2980,0.07249470800161362,0.25896698236465454,0.9442718654548345,45.27692569068709
2078,0.05568841099739075,0.14408445358276367,0.9581952835849988,23.0
2281,0.056708384305238724,0.214639812707901,0.9718052711205584,55.65968020030299
720,0.1159866526722908,0.4283417761325836,0.922081479331327,61.71709649683789
1537,0.0651320144534111,0.2448631376028061,0.9703170775483306,44.94441010848846
2493,0.07510122656822205,0.27879300713539124,0.947119896915016,36.76955262170047
1716,0.06593622267246246,0.05980305373668671,0.9700836636369967,8.06225774829855
536,0.030700838193297386,0.30280959606170654,0.9710934829797031,62.96824596572466
298,0.03674886375665665,0.1341754049062729,0.9733891036975487,42.43819034784589
104,0.1668921262025833,0.25519776344299316,0.8890598633387504,181.01933598375618
1649,0.038574788719415665,0.2858303189277649,0.9690332550800433,181.01933598375618
2299,0.04261718690395355,0.23212799429893494,0.9779364622502373,42.720018726587654
1109,0.11152193695306778,0.13607239723205566,0.9323972719833571,51.62363799656123
899,0.04074246436357498,0.32334762811660767,0.9708399681417115,53.907327887774215
461,0.06552785634994507,0.18011806905269623,0.9410342913589126,24.186773244895647
2590,0.09029998630285263,0.16321249306201935,0.9629830582946366,15.811388300841896
2664,0.07426971942186356,0.24877262115478516,0.9584179418533854,42.5440947723653
983,0.0837530866265297,0.26321861147880554,0.9453729075969997,57.07889277132134
1191,0.08768125623464584,0.29009610414505005,0.9345040830193391,62.289646009589745
1003,0.032087597995996475,0.08114130049943924,0.9818611956634639,9.055385138137417
2692,0.10709990561008453,0.23591724038124084,0.9017470047631243,38.91015291668744
463,0.021255457773804665,0.27845656871795654,0.9835974822876828,181.01933598375618
1108,0.04781339690089226,0.1300944685935974,0.9651521444530485,14.866068747318506
305,0.05271494388580322,0.21470414102077484,0.9663323834222943,181.01933598375618
1014,0.026243722066283226,0.33193251490592957,0.9830403033597034,181.01933598375618
22,0.025425344705581665,0.10572347044944763,0.9745993406292109,16.278820596099706
2770,0.1346694380044937,0.2663782835006714,0.9111398960428015,181.01933598375618
1768,0.08570370078086853,0.22325336933135986,0.9540389249999026,60.876925020897694
2277,0.08470770716667175,0.21212206780910492,0.9279334573121788,54.589376255824725
1027,0.07683108001947403,0.151414692401886,0.9631708827368034,25.495097567963924
1476,0.047661177814006805,0.09723830223083496,0.9697168673502095,19.026297590440446
762,0.023629918694496155,0.0526231974363327,0.9752047850361656,6.708203932499369
30,0.04398051276803017,0.16274359822273254,0.9642978703780299,10.770329614269007
1464,0.05871520936489105,0.19883480668067932,0.96944569791143,24.08318915758459
2132,0.03853275626897812,0.20267243683338165,0.966475547564991,44.91102314577124
1788,0.03034087084233761,0.27039510011672974,0.9793123302132284,181.01933598375618
